gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
sgA1CF_1,A1CF,236,344,362,876
sgA1CF_2,A1CF,481,329,360,559
sgA1CF_3,A1CF,203,427,240,346
sgA1CF_4,A1CF,568,750,868,700
sgA1CF_5,A1CF,198,551,256,310
sgA1CF_6,A1CF,134,393,228,176
sgA1CF_7,A1CF,253,585,208,267
sgA1CF_8,A1CF,598,833,420,471
sgA1CF_9,A1CF,134,23,124,30
sgA1CF_10,A1CF,1004,439,441,591
sgA2ML1_1,A2ML1,460,827,558,254
sgA2ML1_2,A2ML1,581,239,548,515
sgA2ML1_3,A2ML1,374,608,544,778
sgA2ML1_4,A2ML1,239,0,5,0
sgA2ML1_5,A2ML1,261,69,47,53
sgA2ML1_6,A2ML1,273,481,305,1138
sgA2ML1_7,A2ML1,300,247,454,358
sgA2ML1_8,A2ML1,284,377,435,383
sgA2ML1_9,A2ML1,593,622,541,737
sgA2ML1_10,A2ML1,328,443,424,726
sgA4GALT_1,A4GALT,454,160,49,42
sgA4GALT_2,A4GALT,275,273,383,234
sgA4GALT_3,A4GALT,567,1519,817,729
sgA4GALT_4,A4GALT,145,89,79,181
sgA4GALT_5,A4GALT,1047,728,621,803
sgA4GALT_6,A4GALT,291,25,18,26
sgA4GALT_7,A4GALT,843,814,909,1563
sgA4GALT_8,A4GALT,253,264,175,161
sgA4GALT_9,A4GALT,545,282,127,270
sgA4GALT_10,A4GALT,1558,2510,1586,1512
sgA4GNT_1,A4GNT,307,157,137,149
sgA4GNT_2,A4GNT,458,709,280,575
sgA4GNT_3,A4GNT,190,330,350,151
sgA4GNT_4,A4GNT,271,213,204,96
sgA4GNT_5,A4GNT,202,244,277,407
sgA4GNT_6,A4GNT,224,207,257,217
sgA4GNT_7,A4GNT,854,721,862,1382
sgA4GNT_8,A4GNT,299,349,234,579
sgA4GNT_9,A4GNT,511,618,303,519
sgA4GNT_10,A4GNT,276,119,211,471
sgAAAS_1,AAAS,266,87,215,123
sgAAAS_2,AAAS,445,617,401,550
sgAAAS_3,AAAS,539,444,329,362
sgAAAS_4,AAAS,626,680,351,611
sgAAAS_5,AAAS,542,121,115,111
sgAAAS_6,AAAS,377,375,281,629
sgAAAS_7,AAAS,346,363,301,366
sgAAAS_8,AAAS,753,240,402,265
sgAAAS_9,AAAS,498,113,224,920
sgAAAS_10,AAAS,241,9,22,3
sgAACS_1,AACS,658,765,661,1524
sgAACS_2,AACS,103,223,160,106
sgAACS_3,AACS,234,211,142,167
sgAACS_4,AACS,385,214,507,853
sgAACS_5,AACS,410,235,541,753
sgAACS_6,AACS,382,525,405,196
sgAACS_7,AACS,649,894,679,914
sgAACS_8,AACS,352,554,409,251
sgAACS_9,AACS,592,545,674,920
sgAACS_10,AACS,317,492,421,440
sgAADAC_1,AADAC,477,227,465,505
sgAADAC_2,AADAC,432,262,394,267
sgAADAC_3,AADAC,720,846,718,960
sgAADAC_4,AADAC,317,353,188,288
sgAADAC_5,AADAC,243,607,530,192
sgAADAC_6,AADAC,216,73,41,70
sgAADAC_7,AADAC,219,296,189,318
sgAADAC_8,AADAC,499,361,470,938
sgAADAC_9,AADAC,398,253,399,157
sgAADAC_10,AADAC,234,200,403,451
sgAADACL3_1,AADACL3,249,363,93,428
sgAADACL3_2,AADACL3,278,170,271,753
sgAADACL3_3,AADACL3,327,778,757,805
sgAADACL3_4,AADACL3,372,242,271,368
sgAADACL3_5,AADACL3,305,446,335,411
sgAADACL3_6,AADACL3,539,338,274,187
sgAADACL3_7,AADACL3,584,1255,1085,848
sgAADACL3_8,AADACL3,433,215,449,493
sgAADACL3_9,AADACL3,297,525,396,528
sgAADACL3_10,AADACL3,314,363,346,190
sgAAMDC_1,AAMDC,273,273,233,279
sgAAMDC_2,AAMDC,390,84,178,449
sgAAMDC_3,AAMDC,520,426,442,443
sgAAMDC_4,AAMDC,199,350,175,218
sgAAMDC_5,AAMDC,407,349,671,586
sgAAMDC_6,AAMDC,695,625,311,755
sgAAMDC_7,AAMDC,180,101,174,81
sgAAMDC_8,AAMDC,200,226,257,422
sgAAMDC_9,AAMDC,253,119,265,326
sgAAMDC_10,AAMDC,390,723,407,426
sgAAMP_1,AAMP,855,81,132,105
sgAAMP_2,AAMP,199,0,24,3
sgAAMP_3,AAMP,127,105,96,315
sgAAMP_4,AAMP,345,476,408,210
sgAAMP_5,AAMP,256,32,3,32
sgAAMP_6,AAMP,299,159,87,146
sgAAMP_7,AAMP,236,16,1,4
sgAAMP_8,AAMP,621,74,70,1
sgAAMP_9,AAMP,750,28,39,1
sgAAMP_10,AAMP,427,68,90,175
sgAANAT_1,AANAT,628,410,676,1166
sgAANAT_2,AANAT,286,134,139,162
sgAANAT_3,AANAT,302,288,129,256
sgAANAT_4,AANAT,640,609,643,698
sgAANAT_5,AANAT,485,662,454,414
sgAANAT_6,AANAT,206,258,346,307
sgAANAT_7,AANAT,673,565,228,526
sgAANAT_8,AANAT,521,638,533,717
sgAANAT_9,AANAT,255,300,428,611
sgAANAT_10,AANAT,690,716,923,649
sgAAR2_1,AAR2,80,132,41,242
sgAAR2_2,AAR2,308,408,131,449
sgAAR2_3,AAR2,611,1495,746,874
sgAAR2_4,AAR2,314,389,457,696
sgAAR2_5,AAR2,229,236,263,367
sgAAR2_6,AAR2,311,211,293,495
sgAAR2_7,AAR2,439,578,442,670
sgAAR2_8,AAR2,267,460,338,537
sgAAR2_9,AAR2,1086,1091,1160,1046
sgAAR2_10,AAR2,575,482,649,921
sgAASDHPPT_1,AASDHPPT,488,440,403,399
sgAASDHPPT_2,AASDHPPT,542,596,374,346
sgAASDHPPT_3,AASDHPPT,237,256,95,101
sgAASDHPPT_4,AASDHPPT,240,155,97,131
sgAASDHPPT_5,AASDHPPT,412,529,143,70
sgAASDHPPT_6,AASDHPPT,614,180,401,470
sgAASDHPPT_7,AASDHPPT,287,187,116,445
sgAASDHPPT_8,AASDHPPT,308,513,225,298
sgAASDHPPT_9,AASDHPPT,1044,1438,851,1107
sgAASDHPPT_10,AASDHPPT,309,191,117,214
sgAATK_1,AATK,688,1034,760,845
sgAATK_2,AATK,290,281,332,196
sgAATK_3,AATK,595,683,601,617
sgAATK_4,AATK,859,998,650,993
sgAATK_5,AATK,242,255,393,147
sgAATK_6,AATK,304,473,288,262
sgAATK_7,AATK,309,15,80,163
sgAATK_8,AATK,409,382,237,345
sgAATK_9,AATK,197,149,231,170
sgAATK_10,AATK,357,432,430,767
sgABCA10_1,ABCA10,135,182,44,203
sgABCA10_2,ABCA10,382,664,326,995
sgABCA10_3,ABCA10,243,221,267,381
sgABCA10_4,ABCA10,334,377,351,249
sgABCA10_5,ABCA10,391,256,459,1000
sgABCA10_6,ABCA10,374,589,328,420
sgABCA10_7,ABCA10,618,473,600,409
sgABCA10_8,ABCA10,140,225,200,236
sgABCA10_9,ABCA10,153,275,220,263
sgABCA10_10,ABCA10,520,363,553,304
sgABCA5_1,ABCA5,266,531,201,318
sgABCA5_2,ABCA5,153,216,123,152
sgABCA5_3,ABCA5,224,321,291,192
sgABCA5_4,ABCA5,131,95,17,387
sgABCA5_5,ABCA5,134,97,90,224
sgABCA5_6,ABCA5,395,432,387,426
sgABCA5_7,ABCA5,268,267,218,74
sgABCA5_8,ABCA5,249,443,275,358
sgABCA5_9,ABCA5,522,556,849,1151
sgABCA5_10,ABCA5,430,893,471,453
sgABCB5_1,ABCB5,157,116,190,216
sgABCB5_2,ABCB5,163,13,54,156
sgABCB5_3,ABCB5,317,318,269,295
sgABCB5_4,ABCB5,120,186,195,150
sgABCB5_5,ABCB5,584,602,982,602
sgABCB5_6,ABCB5,558,359,314,573
sgABCB5_7,ABCB5,167,184,147,355
sgABCB5_8,ABCB5,171,236,308,328
sgABCB5_9,ABCB5,474,553,405,724
sgABCB5_10,ABCB5,477,533,549,332
sgABCB6_1,ABCB6,612,648,351,358
sgABCB6_2,ABCB6,550,662,593,411
sgABCB6_3,ABCB6,625,647,452,879
sgABCB6_4,ABCB6,1121,1917,1424,2194
sgABCB6_5,ABCB6,223,253,252,244
sgABCB6_6,ABCB6,158,217,170,87
sgABCB6_7,ABCB6,207,175,286,35
sgABCB6_8,ABCB6,272,562,548,283
sgABCB6_9,ABCB6,275,435,333,265
sgABCB6_10,ABCB6,193,263,385,433
sgABCB8_1,ABCB8,314,490,412,501
sgABCB8_2,ABCB8,763,646,546,852
sgABCB8_3,ABCB8,129,235,390,175
sgABCB8_4,ABCB8,523,374,614,561
sgABCB8_5,ABCB8,848,1062,804,1002
sgABCB8_6,ABCB8,421,280,321,327
sgABCB8_7,ABCB8,382,387,108,226
sgABCB8_8,ABCB8,559,172,116,303
sgABCB8_9,ABCB8,613,287,390,958
sgABCB8_10,ABCB8,640,1163,857,678
sgABCC10_1,ABCC10,420,404,391,583
sgABCC10_2,ABCC10,372,110,278,425
sgABCC10_3,ABCC10,443,195,238,123
sgABCC10_4,ABCC10,424,724,456,751
sgABCC10_5,ABCC10,1542,1607,1574,1921
sgABCC10_6,ABCC10,340,607,489,333
sgABCC10_7,ABCC10,598,1023,464,871
sgABCC10_8,ABCC10,213,183,114,163
sgABCC10_9,ABCC10,349,410,59,220
sgABCC10_10,ABCC10,179,103,126,324
sgABCC11_1,ABCC11,276,391,252,328
sgABCC11_2,ABCC11,316,472,330,260
sgABCC11_3,ABCC11,289,452,307,583
sgABCC11_4,ABCC11,669,911,947,1523
sgABCC11_5,ABCC11,485,641,486,676
sgABCC11_6,ABCC11,336,238,187,428
sgABCC11_7,ABCC11,205,287,151,260
sgABCC11_8,ABCC11,386,697,434,204
sgABCC11_9,ABCC11,226,187,192,299
sgABCC11_10,ABCC11,208,80,293,423
sgABCC12_1,ABCC12,406,330,236,708
sgABCC12_2,ABCC12,667,807,492,1158
sgABCC12_3,ABCC12,415,417,322,523
sgABCC12_4,ABCC12,0,0,0,0
sgABCC12_5,ABCC12,226,238,244,319
sgABCC12_6,ABCC12,0,0,0,0
sgABCC12_7,ABCC12,355,882,467,334
sgABCC12_8,ABCC12,410,382,325,348
sgABCC12_9,ABCC12,291,310,237,423
sgABCC12_10,ABCC12,294,322,359,256
sgABCC4_1,ABCC4,294,510,393,473
sgABCC4_2,ABCC4,223,252,120,151
sgABCC4_3,ABCC4,180,80,170,303
sgABCC4_4,ABCC4,469,871,653,1095
sgABCC4_5,ABCC4,231,272,286,638
sgABCC4_6,ABCC4,294,570,443,509
sgABCC4_7,ABCC4,249,191,514,801
sgABCC4_8,ABCC4,549,533,447,731
sgABCC4_9,ABCC4,1615,1742,1280,2111
sgABCC4_10,ABCC4,312,157,168,175
sgABCC5_1,ABCC5,407,464,531,591
sgABCC5_2,ABCC5,215,614,592,372
sgABCC5_3,ABCC5,595,912,545,485
sgABCC5_4,ABCC5,275,393,230,483
sgABCC5_5,ABCC5,221,468,318,405
sgABCC5_6,ABCC5,515,400,664,824
sgABCC5_7,ABCC5,462,653,831,765
sgABCC5_8,ABCC5,411,673,685,537
sgABCC5_9,ABCC5,479,364,435,575
sgABCC5_10,ABCC5,658,363,522,383
sgABCC9_1,ABCC9,152,9,43,58
sgABCC9_2,ABCC9,440,616,342,294
sgABCC9_3,ABCC9,349,345,242,368
sgABCC9_4,ABCC9,527,521,726,818
sgABCC9_5,ABCC9,281,233,126,174
sgABCC9_6,ABCC9,117,95,55,317
sgABCC9_7,ABCC9,1597,882,704,1037
sgABCC9_8,ABCC9,252,611,329,486
sgABCC9_9,ABCC9,340,519,395,441
sgABCC9_10,ABCC9,455,434,221,342
sgABCD1_1,ABCD1,828,639,553,688
sgABCD1_2,ABCD1,338,255,293,344
sgABCD1_3,ABCD1,299,534,482,408
sgABCD1_4,ABCD1,883,1330,689,808
sgABCD1_5,ABCD1,412,395,253,394
sgABCD1_6,ABCD1,250,208,268,380
sgABCD1_7,ABCD1,276,223,127,133
sgABCD1_8,ABCD1,355,28,36,16
sgABCD1_9,ABCD1,382,422,223,406
sgABCD1_10,ABCD1,251,346,237,197
sgABCD2_1,ABCD2,206,340,127,184
sgABCD2_2,ABCD2,114,195,101,269
sgABCD2_3,ABCD2,437,1193,656,327
sgABCD2_4,ABCD2,389,332,449,490
sgABCD2_5,ABCD2,265,76,11,32
sgABCD2_6,ABCD2,378,674,248,518
sgABCD2_7,ABCD2,261,143,174,167
sgABCD2_8,ABCD2,263,249,215,184
sgABCD2_9,ABCD2,313,254,249,96
sgABCD2_10,ABCD2,290,412,315,342
sgABCD3_1,ABCD3,198,403,212,321
sgABCD3_2,ABCD3,694,632,646,844
sgABCD3_3,ABCD3,321,110,30,173
sgABCD3_4,ABCD3,367,1027,574,839
sgABCD3_5,ABCD3,664,917,935,876
sgABCD3_6,ABCD3,305,382,314,184
sgABCD3_7,ABCD3,156,248,304,534
sgABCD3_8,ABCD3,98,57,84,29
sgABCD3_9,ABCD3,77,52,109,99
sgABCD3_10,ABCD3,353,415,563,586
sgABCD4_1,ABCD4,399,217,255,539
sgABCD4_2,ABCD4,424,312,525,229
sgABCD4_3,ABCD4,828,33,51,15
sgABCD4_4,ABCD4,213,209,220,116
sgABCD4_5,ABCD4,724,744,735,940
sgABCD4_6,ABCD4,805,960,1073,579
sgABCD4_7,ABCD4,582,695,465,577
sgABCD4_8,ABCD4,629,1080,606,974
sgABCD4_9,ABCD4,288,255,339,183
sgABCD4_10,ABCD4,3,0,2,0
sgABCF1_1,ABCF1,609,70,266,123
sgABCF1_2,ABCF1,566,603,333,547
sgABCF1_3,ABCF1,363,0,24,24
sgABCF1_4,ABCF1,174,354,130,114
sgABCF1_5,ABCF1,341,26,49,0
sgABCF1_6,ABCF1,91,186,78,56
sgABCF1_7,ABCF1,578,517,395,500
sgABCF1_8,ABCF1,177,4,0,0
sgABCF1_9,ABCF1,205,4,37,49
sgABCF1_10,ABCF1,410,0,7,1
sgABCF3_1,ABCF3,604,848,701,1019
sgABCF3_2,ABCF3,656,589,541,533
sgABCF3_3,ABCF3,565,531,523,683
sgABCF3_4,ABCF3,217,241,261,284
sgABCF3_5,ABCF3,247,235,83,149
sgABCF3_6,ABCF3,167,222,255,543
sgABCF3_7,ABCF3,534,1148,1056,1167
sgABCF3_8,ABCF3,256,237,124,261
sgABCF3_9,ABCF3,390,745,605,739
sgABCF3_10,ABCF3,264,490,534,486
sgABCG1_1,ABCG1,263,274,204,158
sgABCG1_2,ABCG1,356,294,197,226
sgABCG1_3,ABCG1,191,210,102,281
sgABCG1_4,ABCG1,245,250,287,360
sgABCG1_5,ABCG1,900,1377,1269,1030
sgABCG1_6,ABCG1,801,784,636,1147
sgABCG1_7,ABCG1,330,642,329,317
sgABCG1_8,ABCG1,329,325,88,288
sgABCG1_9,ABCG1,427,853,280,325
sgABCG1_10,ABCG1,265,236,230,489
sgABCG2_1,ABCG2,561,205,456,1090
sgABCG2_2,ABCG2,288,0,3,4
sgABCG2_3,ABCG2,131,139,232,330
sgABCG2_4,ABCG2,550,885,532,993
sgABCG2_5,ABCG2,137,224,251,281
sgABCG2_6,ABCG2,147,183,98,184
sgABCG2_7,ABCG2,122,91,123,103
sgABCG2_8,ABCG2,163,159,167,169
sgABCG2_9,ABCG2,374,345,434,699
sgABCG2_10,ABCG2,286,334,259,341
sgABCG4_1,ABCG4,237,171,131,165
sgABCG4_2,ABCG4,312,12,77,49
sgABCG4_3,ABCG4,925,1161,1049,1368
sgABCG4_4,ABCG4,270,665,277,425
sgABCG4_5,ABCG4,377,413,497,517
sgABCG4_6,ABCG4,220,238,492,486
sgABCG4_7,ABCG4,227,95,197,217
sgABCG4_8,ABCG4,686,569,513,740
sgABCG4_9,ABCG4,742,700,690,1221
sgABCG4_10,ABCG4,468,214,200,193
sgABCG5_1,ABCG5,200,272,181,510
sgABCG5_2,ABCG5,430,1130,282,653
sgABCG5_3,ABCG5,262,156,258,154
sgABCG5_4,ABCG5,644,0,16,10
sgABCG5_5,ABCG5,92,102,131,110
sgABCG5_6,ABCG5,243,146,183,203
sgABCG5_7,ABCG5,709,1068,916,827
sgABCG5_8,ABCG5,222,234,169,216
sgABCG5_9,ABCG5,413,502,267,881
sgABCG5_10,ABCG5,211,184,169,178
sgABCG8_1,ABCG8,262,82,106,62
sgABCG8_2,ABCG8,542,909,663,500
sgABCG8_3,ABCG8,924,986,826,1210
sgABCG8_4,ABCG8,698,959,810,515
sgABCG8_5,ABCG8,877,1032,675,1091
sgABCG8_6,ABCG8,552,771,874,740
sgABCG8_7,ABCG8,284,247,112,67
sgABCG8_8,ABCG8,568,272,515,485
sgABCG8_9,ABCG8,391,43,10,17
sgABCG8_10,ABCG8,404,161,139,173
sgABHD10_1,ABHD10,649,753,791,995
sgABHD10_2,ABHD10,600,30,69,26
sgABHD10_3,ABHD10,631,609,439,913
sgABHD10_4,ABHD10,318,340,266,305
sgABHD10_5,ABHD10,411,425,433,340
sgABHD10_6,ABHD10,322,710,259,1017
sgABHD10_7,ABHD10,301,187,140,367
sgABHD10_8,ABHD10,410,572,285,585
sgABHD10_9,ABHD10,295,388,383,420
sgABHD10_10,ABHD10,394,323,371,697
sgABHD11_1,ABHD11,256,31,16,2
sgABHD11_2,ABHD11,602,881,822,623
sgABHD11_3,ABHD11,704,788,569,588
sgABHD11_4,ABHD11,385,148,210,328
sgABHD11_5,ABHD11,606,467,355,569
sgABHD11_6,ABHD11,357,46,27,202
sgABHD11_7,ABHD11,462,635,505,859
sgABHD11_8,ABHD11,424,541,341,353
sgABHD11_9,ABHD11,513,539,542,513
sgABHD11_10,ABHD11,174,317,184,203
sgABHD12_1,ABHD12,172,218,77,48
sgABHD12_2,ABHD12,851,37,31,0
sgABHD12_3,ABHD12,193,345,329,202
sgABHD12_4,ABHD12,388,345,403,260
sgABHD12_5,ABHD12,495,785,641,1190
sgABHD12_6,ABHD12,371,174,440,427
sgABHD12_7,ABHD12,503,374,233,152
sgABHD12_8,ABHD12,237,394,219,448
sgABHD12_9,ABHD12,206,32,191,191
sgABHD12_10,ABHD12,235,182,259,183
sgABHD12B_1,ABHD12B,399,83,225,112
sgABHD12B_2,ABHD12B,607,463,682,482
sgABHD12B_3,ABHD12B,447,415,102,460
sgABHD12B_4,ABHD12B,221,157,133,318
sgABHD12B_5,ABHD12B,110,591,105,212
sgABHD12B_6,ABHD12B,394,732,353,343
sgABHD12B_7,ABHD12B,205,88,52,62
sgABHD12B_8,ABHD12B,118,190,92,104
sgABHD12B_9,ABHD12B,452,481,119,883
sgABHD12B_10,ABHD12B,456,424,185,738
sgABHD13_1,ABHD13,412,1178,636,576
sgABHD13_2,ABHD13,240,137,413,401
sgABHD13_3,ABHD13,147,162,140,41
sgABHD13_4,ABHD13,309,458,262,640
sgABHD13_5,ABHD13,512,340,502,495
sgABHD13_6,ABHD13,203,320,136,421
sgABHD13_7,ABHD13,425,623,626,250
sgABHD13_8,ABHD13,511,1138,767,794
sgABHD13_9,ABHD13,187,301,112,141
sgABHD13_10,ABHD13,410,909,432,885
sgABHD14A_1,ABHD14A,543,271,372,409
sgABHD14A_2,ABHD14A,675,1124,804,1094
sgABHD14A_3,ABHD14A,221,476,236,347
sgABHD14A_4,ABHD14A,442,470,526,735
sgABHD14A_5,ABHD14A,533,594,320,549
sgABHD14A_6,ABHD14A,368,319,338,198
sgABHD14A_7,ABHD14A,994,1143,1450,775
sgABHD14A_8,ABHD14A,184,169,183,248
sgABHD14A_9,ABHD14A,502,570,310,514
sgABHD14A_10,ABHD14A,324,308,421,199
sgABHD14B_1,ABHD14B,154,275,160,188
sgABHD14B_2,ABHD14B,416,122,225,470
sgABHD14B_3,ABHD14B,492,547,494,328
sgABHD14B_4,ABHD14B,528,432,410,498
sgABHD14B_5,ABHD14B,459,122,259,127
sgABHD14B_6,ABHD14B,369,421,145,257
sgABHD14B_7,ABHD14B,570,990,1066,554
sgABHD14B_8,ABHD14B,221,387,186,240
sgABHD14B_9,ABHD14B,290,244,137,172
sgABHD14B_10,ABHD14B,671,521,535,804
sgABHD16A_1,ABHD16A,437,71,89,45
sgABHD16A_2,ABHD16A,427,426,67,127
sgABHD16A_3,ABHD16A,257,127,284,152
sgABHD16A_4,ABHD16A,892,1347,1068,1156
sgABHD16A_5,ABHD16A,430,681,624,639
sgABHD16A_6,ABHD16A,686,1040,722,1083
sgABHD16A_7,ABHD16A,240,341,268,223
sgABHD16A_8,ABHD16A,765,353,522,862
sgABHD16A_9,ABHD16A,622,412,737,695
sgABHD16A_10,ABHD16A,1038,851,1097,1266
sgABHD3_1,ABHD3,478,167,163,224
sgABHD3_2,ABHD3,680,536,589,624
sgABHD3_3,ABHD3,231,214,71,34
sgABHD3_4,ABHD3,237,204,158,185
sgABHD3_5,ABHD3,669,1237,934,872
sgABHD3_6,ABHD3,640,898,461,1086
sgABHD3_7,ABHD3,202,171,138,291
sgABHD3_8,ABHD3,158,306,179,265
sgABHD3_9,ABHD3,313,312,323,136
sgABHD3_10,ABHD3,212,203,136,161
sgABHD4_1,ABHD4,277,284,249,244
sgABHD4_2,ABHD4,270,326,196,209
sgABHD4_3,ABHD4,439,563,425,824
sgABHD4_4,ABHD4,465,350,587,515
sgABHD4_5,ABHD4,602,819,494,617
sgABHD4_6,ABHD4,384,521,335,533
sgABHD4_7,ABHD4,499,601,789,686
sgABHD4_8,ABHD4,220,383,156,242
sgABHD4_9,ABHD4,437,517,185,731
sgABHD4_10,ABHD4,257,289,331,208
sgABHD6_1,ABHD6,656,833,877,656
sgABHD6_2,ABHD6,235,122,20,197
sgABHD6_3,ABHD6,286,260,390,215
sgABHD6_4,ABHD6,515,441,346,682
sgABHD6_5,ABHD6,1086,1473,1302,2050
sgABHD6_6,ABHD6,297,508,201,535
sgABHD6_7,ABHD6,421,374,590,358
sgABHD6_8,ABHD6,402,488,373,453
sgABHD6_9,ABHD6,275,111,54,333
sgABHD6_10,ABHD6,228,260,333,140
sgABI2_1,ABI2,646,892,645,877
sgABI2_2,ABI2,116,199,75,270
sgABI2_3,ABI2,193,94,72,85
sgABI2_4,ABI2,517,740,916,599
sgABI2_5,ABI2,381,429,602,483
sgABI2_6,ABI2,663,746,887,735
sgABI2_7,ABI2,537,558,836,676
sgABI2_8,ABI2,193,330,231,85
sgABI2_9,ABI2,210,158,261,367
sgABI2_10,ABI2,330,403,175,191
sgABI3_1,ABI3,431,414,118,312
sgABI3_2,ABI3,316,205,122,50
sgABI3_3,ABI3,898,960,702,1175
sgABI3_4,ABI3,421,311,347,363
sgABI3_5,ABI3,197,192,267,351
sgABI3_6,ABI3,488,642,389,442
sgABI3_7,ABI3,181,222,176,197
sgABI3_8,ABI3,733,72,50,174
sgABI3_9,ABI3,268,137,204,103
sgABI3_10,ABI3,630,529,652,734
sgABI3BP_1,ABI3BP,570,502,293,595
sgABI3BP_2,ABI3BP,222,716,351,484
sgABI3BP_3,ABI3BP,494,416,280,538
sgABI3BP_4,ABI3BP,1023,1501,1763,1396
sgABI3BP_5,ABI3BP,275,248,236,50
sgABI3BP_6,ABI3BP,425,584,294,219
sgABI3BP_7,ABI3BP,286,301,157,425
sgABI3BP_8,ABI3BP,276,153,218,62
sgABI3BP_9,ABI3BP,242,151,151,86
sgABI3BP_10,ABI3BP,467,253,388,400
sgABL2_1,ABL2,333,68,118,382
sgABL2_2,ABL2,212,251,437,300
sgABL2_3,ABL2,457,418,677,794
sgABL2_4,ABL2,236,321,209,403
sgABL2_5,ABL2,650,637,809,954
sgABL2_6,ABL2,269,701,236,343
sgABL2_7,ABL2,115,208,64,204
sgABL2_8,ABL2,368,726,308,557
sgABL2_9,ABL2,300,360,302,406
sgABL2_10,ABL2,481,820,694,599
sgABRA_1,ABRA,415,54,123,103
sgABRA_2,ABRA,721,1005,571,1024
sgABRA_3,ABRA,261,130,178,153
sgABRA_4,ABRA,269,333,448,405
sgABRA_5,ABRA,936,1383,1276,1939
sgABRA_6,ABRA,577,338,317,657
sgABRA_7,ABRA,253,216,266,360
sgABRA_8,ABRA,235,404,264,241
sgABRA_9,ABRA,678,422,621,315
sgABRA_10,ABRA,868,292,100,562
sgABRACL_1,ABRACL,222,211,280,215
sgABRACL_2,ABRACL,96,91,165,73
sgABRACL_3,ABRACL,609,599,651,528
sgABRACL_4,ABRACL,217,367,367,539
sgABRACL_5,ABRACL,298,503,358,308
sgABRACL_6,ABRACL,252,340,387,285
sgABRACL_7,ABRACL,184,203,216,229
sgABRACL_8,ABRACL,123,192,71,43
sgABRACL_9,ABRACL,1085,1470,957,1783
sgABRACL_10,ABRACL,110,42,224,53
sgABTB2_1,ABTB2,232,715,405,203
sgABTB2_2,ABTB2,283,369,279,470
sgABTB2_3,ABTB2,667,961,871,758
sgABTB2_4,ABTB2,524,626,695,921
sgABTB2_5,ABTB2,145,153,62,82
sgABTB2_6,ABTB2,728,1176,959,1143
sgABTB2_7,ABTB2,782,215,295,272
sgABTB2_8,ABTB2,365,323,408,496
sgABTB2_9,ABTB2,292,450,608,334
sgABTB2_10,ABTB2,564,922,563,734
sgACAA1_1,ACAA1,374,463,633,641
sgACAA1_2,ACAA1,584,552,912,1088
sgACAA1_3,ACAA1,263,527,113,268
sgACAA1_4,ACAA1,436,575,441,342
sgACAA1_5,ACAA1,568,788,703,741
sgACAA1_6,ACAA1,280,210,282,551
sgACAA1_7,ACAA1,312,405,267,453
sgACAA1_8,ACAA1,231,271,289,568
sgACAA1_9,ACAA1,161,592,151,262
sgACAA1_10,ACAA1,204,253,328,163
sgACAA2_1,ACAA2,769,890,889,1495
sgACAA2_2,ACAA2,296,547,337,462
sgACAA2_3,ACAA2,374,828,623,379
sgACAA2_4,ACAA2,322,249,125,122
sgACAA2_5,ACAA2,553,880,690,724
sgACAA2_6,ACAA2,609,1151,1575,936
sgACAA2_7,ACAA2,448,463,466,440
sgACAA2_8,ACAA2,635,604,398,386
sgACAA2_9,ACAA2,404,120,179,542
sgACAA2_10,ACAA2,203,330,218,208
sgACACA_1,ACACA,803,589,527,1006
sgACACA_2,ACACA,0,0,0,3
sgACACA_3,ACACA,275,246,290,365
sgACACA_4,ACACA,177,82,10,187
sgACACA_5,ACACA,113,31,55,124
sgACACA_6,ACACA,513,216,246,111
sgACACA_7,ACACA,542,1,13,60
sgACACA_8,ACACA,196,63,23,200
sgACACA_9,ACACA,220,44,54,71
sgACACA_10,ACACA,412,27,23,69
sgACAD8_1,ACAD8,277,141,329,345
sgACAD8_2,ACAD8,481,719,711,859
sgACAD8_3,ACAD8,558,547,584,549
sgACAD8_4,ACAD8,191,203,305,141
sgACAD8_5,ACAD8,674,364,553,532
sgACAD8_6,ACAD8,357,482,354,443
sgACAD8_7,ACAD8,300,345,282,540
sgACAD8_8,ACAD8,701,63,1,0
sgACAD8_9,ACAD8,306,242,464,253
sgACAD8_10,ACAD8,281,89,445,383
sgACAD9_1,ACAD9,935,605,341,779
sgACAD9_2,ACAD9,361,315,286,284
sgACAD9_3,ACAD9,368,341,217,88
sgACAD9_4,ACAD9,328,212,119,284
sgACAD9_5,ACAD9,318,230,203,448
sgACAD9_6,ACAD9,459,330,292,982
sgACAD9_7,ACAD9,299,223,187,96
sgACAD9_8,ACAD9,258,218,180,404
sgACAD9_9,ACAD9,618,551,718,903
sgACAD9_10,ACAD9,508,1110,929,1060
sgACADL_1,ACADL,506,867,452,363
sgACADL_2,ACADL,794,921,715,904
sgACADL_3,ACADL,830,20,0,4
sgACADL_4,ACADL,410,580,350,439
sgACADL_5,ACADL,190,277,186,255
sgACADL_6,ACADL,252,110,353,230
sgACADL_7,ACADL,797,1093,1011,894
sgACADL_8,ACADL,554,360,217,171
sgACADL_9,ACADL,307,339,373,421
sgACADL_10,ACADL,478,221,586,820
sgACADS_1,ACADS,959,1767,1036,1406
sgACADS_2,ACADS,666,704,770,774
sgACADS_3,ACADS,864,568,671,495
sgACADS_4,ACADS,485,726,388,541
