gRNA,Gene,Plasmid,Rep1,Rep2,Rep3
sgEGF_1,EGF,229,303,211,400
sgEGF_2,EGF,453,578,335,474
sgEGF_3,EGF,650,756,640,1271
sgEGF_4,EGF,640,1348,865,911
sgEGF_5,EGF,310,213,369,709
sgEGF_6,EGF,447,805,535,604
sgEGF_7,EGF,177,100,193,272
sgEGF_8,EGF,321,495,221,291
sgEGF_9,EGF,687,774,713,614
sgEGF_10,EGF,369,228,283,639
sgEGFL8_1,EGFL8,553,988,1113,1015
sgEGFL8_2,EGFL8,488,425,563,324
sgEGFL8_3,EGFL8,353,449,467,524
sgEGFL8_4,EGFL8,784,1457,604,1137
sgEGFL8_5,EGFL8,668,797,1020,883
sgEGFL8_6,EGFL8,264,0,3,0
sgEGFL8_7,EGFL8,289,191,203,693
sgEGFL8_8,EGFL8,706,1367,739,1302
sgEGFL8_9,EGFL8,467,593,277,285
sgEGFL8_10,EGFL8,293,115,263,317
sgEGLN2_1,EGLN2,367,497,301,420
sgEGLN2_2,EGLN2,788,1210,830,733
sgEGLN2_3,EGLN2,848,717,584,944
sgEGLN2_4,EGLN2,351,556,339,341
sgEGLN2_5,EGLN2,197,220,303,285
sgEGLN2_6,EGLN2,1115,830,1278,1564
sgEGLN2_7,EGLN2,233,190,161,132
sgEGLN2_8,EGLN2,354,1,0,0
sgEGLN2_9,EGLN2,1195,1219,997,1009
sgEGLN2_10,EGLN2,287,17,104,85
sgEGR2_1,EGR2,723,712,1064,593
sgEGR2_2,EGR2,378,35,60,31
sgEGR2_3,EGR2,799,1030,830,668
sgEGR2_4,EGR2,159,252,144,208
sgEGR2_5,EGR2,241,340,335,237
sgEGR2_6,EGR2,192,270,133,204
sgEGR2_7,EGR2,172,0,0,0
sgEGR2_8,EGR2,263,14,73,0
sgEGR2_9,EGR2,573,322,226,413
sgEGR2_10,EGR2,281,347,357,345
sgEGR3_1,EGR3,301,833,347,647
sgEGR3_2,EGR3,223,409,208,233
sgEGR3_3,EGR3,477,609,393,439
sgEGR3_4,EGR3,306,657,544,285
sgEGR3_5,EGR3,255,0,2,0
sgEGR3_6,EGR3,336,286,267,430
sgEGR3_7,EGR3,267,341,194,358
sgEGR3_8,EGR3,586,1243,579,499
sgEGR3_9,EGR3,577,714,350,809
sgEGR3_10,EGR3,316,329,615,315
sgEHBP1L1_1,EHBP1L1,249,54,103,53
sgEHBP1L1_2,EHBP1L1,297,63,33,54
sgEHBP1L1_3,EHBP1L1,516,271,147,397
sgEHBP1L1_4,EHBP1L1,176,143,61,86
sgEHBP1L1_5,EHBP1L1,331,201,96,92
sgEHBP1L1_6,EHBP1L1,302,206,294,330
sgEHBP1L1_7,EHBP1L1,659,498,594,726
sgEHBP1L1_8,EHBP1L1,3,0,10,0
sgEHBP1L1_9,EHBP1L1,329,494,308,619
sgEHBP1L1_10,EHBP1L1,566,30,147,23
sgEHD2_1,EHD2,489,439,578,480
sgEHD2_2,EHD2,218,226,175,261
sgEHD2_3,EHD2,796,1509,593,642
sgEHD2_4,EHD2,260,147,349,341
sgEHD2_5,EHD2,340,391,496,450
sgEHD2_6,EHD2,289,410,226,251
sgEHD2_7,EHD2,325,636,503,341
sgEHD2_8,EHD2,561,936,686,930
sgEHD2_9,EHD2,517,558,596,420
sgEHD2_10,EHD2,376,447,355,336
sgEHF_1,EHF,281,320,209,490
sgEHF_2,EHF,239,125,147,401
sgEHF_3,EHF,812,1448,597,954
sgEHF_4,EHF,326,213,125,194
sgEHF_5,EHF,663,1140,734,1096
sgEHF_6,EHF,339,224,378,551
sgEHF_7,EHF,184,179,162,296
sgEHF_8,EHF,361,186,397,456
sgEHF_9,EHF,401,532,421,354
sgEHF_10,EHF,332,192,388,669
sgEHHADH_1,EHHADH,344,652,556,533
sgEHHADH_2,EHHADH,243,205,61,129
sgEHHADH_3,EHHADH,620,669,598,1155
sgEHHADH_4,EHHADH,607,578,489,1073
sgEHHADH_5,EHHADH,483,476,421,617
sgEHHADH_6,EHHADH,480,182,95,28
sgEHHADH_7,EHHADH,194,229,169,152
sgEHHADH_8,EHHADH,439,561,563,1053
sgEHHADH_9,EHHADH,496,702,512,699
sgEHHADH_10,EHHADH,367,402,539,713
sgEHMT2_1,EHMT2,499,3,3,19
sgEHMT2_2,EHMT2,338,334,506,515
sgEHMT2_3,EHMT2,678,731,683,904
sgEHMT2_4,EHMT2,148,172,107,119
sgEHMT2_5,EHMT2,290,314,95,194
sgEHMT2_6,EHMT2,301,207,158,225
sgEHMT2_7,EHMT2,295,395,151,200
sgEHMT2_8,EHMT2,453,400,304,553
sgEHMT2_9,EHMT2,316,505,354,378
sgEHMT2_10,EHMT2,181,415,161,112
sgEID1_1,EID1,436,438,644,853
sgEID1_2,EID1,310,233,225,289
sgEID1_3,EID1,231,269,67,160
sgEID1_4,EID1,180,256,452,141
sgEID1_5,EID1,335,339,494,424
sgEID1_6,EID1,654,1400,1128,1069
sgEID1_7,EID1,389,371,473,782
sgEID1_8,EID1,461,749,376,489
sgEID1_9,EID1,712,950,929,1457
sgEID1_10,EID1,791,1362,937,1901
sgEID2_1,EID2,587,245,451,813
sgEID2_2,EID2,846,472,421,617
sgEID2_3,EID2,676,408,352,280
sgEID2_4,EID2,441,673,337,275
sgEID2_5,EID2,213,205,368,140
sgEID2_6,EID2,131,54,98,126
sgEID2_7,EID2,205,227,331,378
sgEID2_8,EID2,362,244,234,197
sgEID2_9,EID2,290,125,315,215
sgEID2_10,EID2,634,892,403,561
sgEID2B_1,EID2B,233,65,90,43
sgEID2B_2,EID2B,742,455,464,764
sgEID2B_3,EID2B,543,592,284,435
sgEID2B_4,EID2B,266,302,231,322
sgEID2B_5,EID2B,270,206,187,449
sgEID2B_6,EID2B,197,165,167,214
sgEID2B_7,EID2B,886,735,517,650
sgEID2B_8,EID2B,657,560,639,950
sgEID2B_9,EID2B,714,747,672,1395
sgEID2B_10,EID2B,180,369,201,109
sgEIF1AD_1,EIF1AD,353,66,57,19
sgEIF1AD_2,EIF1AD,507,25,0,2
sgEIF1AD_3,EIF1AD,290,4,0,37
sgEIF1AD_4,EIF1AD,466,2,0,3
sgEIF1AD_5,EIF1AD,502,0,7,0
sgEIF1AD_6,EIF1AD,348,19,39,44
sgEIF1AD_7,EIF1AD,290,7,48,4
sgEIF1AD_8,EIF1AD,604,25,0,3
sgEIF1AD_9,EIF1AD,423,134,161,33
sgEIF1AD_10,EIF1AD,94,212,69,438
sgEIF1AX_1,EIF1AX,175,82,0,0
sgEIF1AX_2,EIF1AX,585,2,0,7
sgEIF1AX_3,EIF1AX,586,52,1,6
sgEIF1AX_4,EIF1AX,246,0,134,252
sgEIF1AX_5,EIF1AX,164,27,43,179
sgEIF1AX_6,EIF1AX,148,76,0,0
sgEIF1AX_7,EIF1AX,308,0,1,0
sgEIF1AX_8,EIF1AX,719,1321,881,1551
sgEIF1AX_9,EIF1AX,285,11,39,0
sgEIF1AX_10,EIF1AX,299,29,41,0
sgEIF1AY_1,EIF1AY,193,83,82,87
sgEIF1AY_2,EIF1AY,121,275,136,136
sgEIF1AY_3,EIF1AY,532,875,960,895
sgEIF1AY_4,EIF1AY,156,270,199,158
sgEIF1AY_5,EIF1AY,233,126,395,141
sgEIF1AY_6,EIF1AY,413,520,667,473
sgEIF1AY_7,EIF1AY,464,565,542,421
sgEIF1AY_8,EIF1AY,327,602,295,387
sgEIF1AY_9,EIF1AY,289,2,72,2
sgEIF1AY_10,EIF1AY,149,22,8,0
sgEIF1B_1,EIF1B,387,298,269,337
sgEIF1B_2,EIF1B,917,1298,1380,1189
sgEIF1B_3,EIF1B,191,167,97,180
sgEIF1B_4,EIF1B,114,134,266,58
sgEIF1B_5,EIF1B,137,186,321,189
sgEIF1B_6,EIF1B,172,269,163,148
sgEIF1B_7,EIF1B,286,131,207,296
sgEIF1B_8,EIF1B,226,492,290,602
sgEIF1B_9,EIF1B,300,16,5,25
sgEIF1B_10,EIF1B,209,227,320,215
sgEIF2AK1_1,EIF2AK1,267,203,359,153
sgEIF2AK1_2,EIF2AK1,357,432,402,749
sgEIF2AK1_3,EIF2AK1,736,986,823,1203
sgEIF2AK1_4,EIF2AK1,202,186,83,269
sgEIF2AK1_5,EIF2AK1,344,242,347,438
sgEIF2AK1_6,EIF2AK1,223,31,50,59
sgEIF2AK1_7,EIF2AK1,543,1169,729,693
sgEIF2AK1_8,EIF2AK1,335,343,289,554
sgEIF2AK1_9,EIF2AK1,325,316,235,359
sgEIF2AK1_10,EIF2AK1,221,455,163,507
sgEIF2AK3_1,EIF2AK3,687,576,531,551
sgEIF2AK3_2,EIF2AK3,241,518,590,622
sgEIF2AK3_3,EIF2AK3,623,533,679,219
sgEIF2AK3_4,EIF2AK3,295,444,277,260
sgEIF2AK3_5,EIF2AK3,301,321,305,273
sgEIF2AK3_6,EIF2AK3,356,73,13,104
sgEIF2AK3_7,EIF2AK3,1243,1628,1269,2045
sgEIF2AK3_8,EIF2AK3,344,352,201,457
sgEIF2AK3_9,EIF2AK3,246,573,351,440
sgEIF2AK3_10,EIF2AK3,195,265,195,313
sgEIF2B1_1,EIF2B1,150,0,0,0
sgEIF2B1_2,EIF2B1,862,258,233,225
sgEIF2B1_3,EIF2B1,470,202,118,70
sgEIF2B1_4,EIF2B1,539,20,45,0
sgEIF2B1_5,EIF2B1,681,152,78,140
sgEIF2B1_6,EIF2B1,873,735,646,283
sgEIF2B1_7,EIF2B1,244,3,48,1
sgEIF2B1_8,EIF2B1,933,593,269,444
sgEIF2B1_9,EIF2B1,465,322,427,361
sgEIF2B1_10,EIF2B1,295,206,68,15
sgEIF2B2_1,EIF2B2,977,725,487,927
sgEIF2B2_2,EIF2B2,263,133,181,443
sgEIF2B2_3,EIF2B2,195,30,4,0
sgEIF2B2_4,EIF2B2,461,252,334,294
sgEIF2B2_5,EIF2B2,535,70,24,196
sgEIF2B2_6,EIF2B2,843,228,97,128
sgEIF2B2_7,EIF2B2,434,124,177,214
sgEIF2B2_8,EIF2B2,712,0,18,18
sgEIF2B2_9,EIF2B2,319,42,12,3
sgEIF2B2_10,EIF2B2,392,71,46,90
sgEIF2B4_1,EIF2B4,202,54,110,61
sgEIF2B4_2,EIF2B4,262,120,120,309
sgEIF2B4_3,EIF2B4,392,0,12,76
sgEIF2B4_4,EIF2B4,162,214,127,4
sgEIF2B4_5,EIF2B4,480,204,99,158
sgEIF2B4_6,EIF2B4,205,12,75,146
sgEIF2B4_7,EIF2B4,331,0,6,0
sgEIF2B4_8,EIF2B4,707,93,75,159
sgEIF2B4_9,EIF2B4,302,0,3,6
sgEIF2B4_10,EIF2B4,313,2,5,10
sgEIF2B5_1,EIF2B5,487,452,263,142
sgEIF2B5_2,EIF2B5,226,0,0,11
sgEIF2B5_3,EIF2B5,725,78,201,365
sgEIF2B5_4,EIF2B5,259,0,7,6
sgEIF2B5_5,EIF2B5,822,42,85,421
sgEIF2B5_6,EIF2B5,263,24,9,0
sgEIF2B5_7,EIF2B5,431,882,650,626
sgEIF2B5_8,EIF2B5,524,45,31,25
sgEIF2B5_9,EIF2B5,201,144,164,331
sgEIF2B5_10,EIF2B5,276,178,119,168
sgEIF2D_1,EIF2D,403,13,144,1
sgEIF2D_2,EIF2D,427,369,625,566
sgEIF2D_3,EIF2D,621,989,627,628
sgEIF2D_4,EIF2D,400,1034,699,1072
sgEIF2D_5,EIF2D,473,529,699,660
sgEIF2D_6,EIF2D,537,625,634,922
sgEIF2D_7,EIF2D,255,24,195,102
sgEIF2D_8,EIF2D,799,645,974,2254
sgEIF2D_9,EIF2D,183,146,48,40
sgEIF2D_10,EIF2D,163,35,106,108
sgEIF2S2_1,EIF2S2,202,0,3,0
sgEIF2S2_2,EIF2S2,288,401,335,795
sgEIF2S2_3,EIF2S2,697,93,52,57
sgEIF2S2_4,EIF2S2,560,101,106,86
sgEIF2S2_5,EIF2S2,205,99,90,151
sgEIF2S2_6,EIF2S2,457,696,318,704
sgEIF2S2_7,EIF2S2,344,19,3,38
sgEIF2S2_8,EIF2S2,267,120,19,157
sgEIF2S2_9,EIF2S2,822,308,153,209
sgEIF2S2_10,EIF2S2,223,0,0,0
sgEIF2S3_1,EIF2S3,238,0,0,0
sgEIF2S3_2,EIF2S3,238,0,0,0
sgEIF2S3_3,EIF2S3,615,363,190,257
sgEIF2S3_4,EIF2S3,283,0,0,0
sgEIF2S3_5,EIF2S3,536,4,0,88
sgEIF2S3_6,EIF2S3,292,95,0,34
sgEIF2S3_7,EIF2S3,284,0,22,116
sgEIF2S3_8,EIF2S3,314,0,13,32
sgEIF2S3_9,EIF2S3,238,3,20,56
sgEIF2S3_10,EIF2S3,620,9,0,0
sgEIF3CL_1,EIF3CL,515,108,0,0
sgEIF3CL_2,EIF3CL,199,20,65,176
sgEIF3CL_3,EIF3CL,563,172,80,90
sgEIF3CL_4,EIF3CL,450,22,91,18
sgEIF3CL_5,EIF3CL,108,65,43,48
sgEIF3CL_6,EIF3CL,233,7,47,124
sgEIF3CL_7,EIF3CL,210,52,20,60
sgEIF3CL_8,EIF3CL,234,0,0,1
sgEIF3CL_9,EIF3CL,266,7,0,4
sgEIF3CL_10,EIF3CL,322,82,70,77
sgEIF3D_1,EIF3D,157,14,4,0
sgEIF3D_2,EIF3D,270,63,73,106
sgEIF3D_3,EIF3D,335,0,0,112
sgEIF3D_4,EIF3D,1046,6,115,101
sgEIF3D_5,EIF3D,318,15,2,0
sgEIF3D_6,EIF3D,605,33,23,37
sgEIF3D_7,EIF3D,168,57,33,24
sgEIF3D_8,EIF3D,249,0,1,0
sgEIF3D_9,EIF3D,292,60,16,0
sgEIF3D_10,EIF3D,379,13,9,79
sgEIF3G_1,EIF3G,233,89,40,5
sgEIF3G_2,EIF3G,863,29,7,13
sgEIF3G_3,EIF3G,313,56,86,54
sgEIF3G_4,EIF3G,520,28,10,2
sgEIF3G_5,EIF3G,736,13,7,61
sgEIF3G_6,EIF3G,1131,91,114,491
sgEIF3G_7,EIF3G,62,0,3,0
sgEIF3G_8,EIF3G,555,115,74,29
sgEIF3G_9,EIF3G,259,0,0,0
sgEIF3G_10,EIF3G,602,24,91,10
sgEIF3H_1,EIF3H,510,1,0,0
sgEIF3H_2,EIF3H,614,232,100,281
sgEIF3H_3,EIF3H,315,20,147,244
sgEIF3H_4,EIF3H,496,203,437,126
sgEIF3H_5,EIF3H,484,226,204,373
sgEIF3H_6,EIF3H,308,369,224,306
sgEIF3H_7,EIF3H,219,3,42,18
sgEIF3H_8,EIF3H,293,57,56,60
sgEIF3H_9,EIF3H,279,12,10,65
sgEIF3H_10,EIF3H,576,41,82,24
sgEIF3I_1,EIF3I,442,41,0,0
sgEIF3I_2,EIF3I,278,0,0,0
sgEIF3I_3,EIF3I,345,0,15,0
sgEIF3I_4,EIF3I,759,195,3,19
sgEIF3I_5,EIF3I,390,34,111,233
sgEIF3I_6,EIF3I,575,18,0,4
sgEIF3I_7,EIF3I,691,221,98,24
sgEIF3I_8,EIF3I,118,0,25,0
sgEIF3I_9,EIF3I,180,0,27,0
sgEIF3I_10,EIF3I,431,0,45,2
sgEIF3K_1,EIF3K,504,234,301,313
sgEIF3K_2,EIF3K,399,129,181,359
sgEIF3K_3,EIF3K,270,110,268,388
sgEIF3K_4,EIF3K,202,40,96,59
sgEIF3K_5,EIF3K,732,350,571,315
sgEIF3K_6,EIF3K,312,271,360,353
sgEIF3K_7,EIF3K,366,63,61,140
sgEIF3K_8,EIF3K,337,377,302,236
sgEIF3K_9,EIF3K,115,90,188,234
sgEIF3K_10,EIF3K,95,42,65,20
sgEIF4A1_1,EIF4A1,216,44,0,0
sgEIF4A1_2,EIF4A1,264,79,44,144
sgEIF4A1_3,EIF4A1,354,1,9,7
sgEIF4A1_4,EIF4A1,650,17,41,10
sgEIF4A1_5,EIF4A1,130,0,5,0
sgEIF4A1_6,EIF4A1,384,25,2,3
sgEIF4A1_7,EIF4A1,452,30,19,100
sgEIF4A1_8,EIF4A1,128,1,95,31
sgEIF4A1_9,EIF4A1,254,42,69,37
sgEIF4A1_10,EIF4A1,196,1,7,49
sgEIF4A3_1,EIF4A3,453,0,0,1
sgEIF4A3_2,EIF4A3,324,0,13,0
sgEIF4A3_3,EIF4A3,281,0,0,0
sgEIF4A3_4,EIF4A3,173,0,0,0
sgEIF4A3_5,EIF4A3,393,41,0,57
sgEIF4A3_6,EIF4A3,372,10,0,0
sgEIF4A3_7,EIF4A3,742,0,7,0
sgEIF4A3_8,EIF4A3,320,2,2,0
sgEIF4A3_9,EIF4A3,349,0,91,18
sgEIF4A3_10,EIF4A3,731,0,0,0
sgEIF4B_1,EIF4B,316,240,203,174
sgEIF4B_2,EIF4B,337,73,31,13
sgEIF4B_3,EIF4B,112,133,159,104
sgEIF4B_4,EIF4B,221,251,213,54
sgEIF4B_5,EIF4B,506,342,223,197
sgEIF4B_6,EIF4B,395,432,389,177
sgEIF4B_7,EIF4B,292,342,240,270
sgEIF4B_8,EIF4B,151,247,15,121
sgEIF4B_9,EIF4B,274,268,279,70
sgEIF4B_10,EIF4B,212,52,165,71
sgEIF4E_1,EIF4E,645,5,17,183
sgEIF4E_2,EIF4E,199,0,0,0
sgEIF4E_3,EIF4E,109,0,2,0
sgEIF4E_4,EIF4E,55,0,2,0
sgEIF4E_5,EIF4E,679,919,682,1171
sgEIF4E_6,EIF4E,364,492,361,332
sgEIF4E_7,EIF4E,560,843,621,1425
sgEIF4E_8,EIF4E,687,636,711,846
sgEIF4E_9,EIF4E,846,928,754,1219
sgEIF4E_10,EIF4E,39,0,16,0
sgEIF4E1B_1,EIF4E1B,506,606,361,655
sgEIF4E1B_2,EIF4E1B,295,327,284,648
sgEIF4E1B_3,EIF4E1B,573,875,396,846
sgEIF4E1B_4,EIF4E1B,692,692,984,1376
sgEIF4E1B_5,EIF4E1B,292,250,386,386
sgEIF4E1B_6,EIF4E1B,653,23,25,66
sgEIF4E1B_7,EIF4E1B,380,580,747,899
sgEIF4E1B_8,EIF4E1B,189,207,142,120
sgEIF4E1B_9,EIF4E1B,544,231,165,292
sgEIF4E1B_10,EIF4E1B,317,149,229,838
sgEIF4E2_1,EIF4E2,202,309,320,302
sgEIF4E2_2,EIF4E2,449,831,846,1023
sgEIF4E2_3,EIF4E2,244,219,147,332
sgEIF4E2_4,EIF4E2,315,611,333,485
sgEIF4E2_5,EIF4E2,298,578,368,332
sgEIF4E2_6,EIF4E2,328,288,413,402
sgEIF4E2_7,EIF4E2,583,686,485,1148
sgEIF4E2_8,EIF4E2,135,100,220,207
sgEIF4E2_9,EIF4E2,740,758,856,599
sgEIF4E2_10,EIF4E2,416,578,766,401
sgEIF4E3_1,EIF4E3,314,456,215,264
sgEIF4E3_2,EIF4E3,200,161,239,346
sgEIF4E3_3,EIF4E3,227,289,227,62
sgEIF4E3_4,EIF4E3,175,97,140,112
sgEIF4E3_5,EIF4E3,771,746,506,1282
sgEIF4E3_6,EIF4E3,619,679,664,674
sgEIF4E3_7,EIF4E3,332,414,383,286
sgEIF4E3_8,EIF4E3,352,420,400,534
sgEIF4E3_9,EIF4E3,591,560,779,625
sgEIF4E3_10,EIF4E3,327,211,424,310
sgEIF4EBP1_1,EIF4EBP1,896,1361,1112,1280
sgEIF4EBP1_2,EIF4EBP1,408,249,387,456
sgEIF4EBP1_3,EIF4EBP1,219,253,163,463
sgEIF4EBP1_4,EIF4EBP1,447,648,642,712
sgEIF4EBP1_5,EIF4EBP1,345,217,250,562
sgEIF4EBP1_6,EIF4EBP1,254,741,376,219
sgEIF4EBP1_7,EIF4EBP1,978,1549,1166,1819
sgEIF4EBP1_8,EIF4EBP1,524,645,659,713
sgEIF4EBP1_9,EIF4EBP1,530,289,252,225
sgEIF4EBP1_10,EIF4EBP1,639,1052,705,808
sgEIF4EBP2_1,EIF4EBP2,561,247,26,222
sgEIF4EBP2_2,EIF4EBP2,591,903,674,1057
sgEIF4EBP2_3,EIF4EBP2,291,249,472,508
sgEIF4EBP2_4,EIF4EBP2,340,489,372,511
sgEIF4EBP2_5,EIF4EBP2,387,39,22,12
sgEIF4EBP2_6,EIF4EBP2,476,913,576,588
sgEIF4EBP2_7,EIF4EBP2,389,314,314,963
sgEIF4EBP2_8,EIF4EBP2,353,478,232,600
sgEIF4EBP2_9,EIF4EBP2,24,2,23,200
sgEIF4EBP2_10,EIF4EBP2,369,585,369,691
sgEIF4ENIF1_1,EIF4ENIF1,624,198,358,38
sgEIF4ENIF1_2,EIF4ENIF1,151,42,3,173
sgEIF4ENIF1_3,EIF4ENIF1,628,456,536,950
sgEIF4ENIF1_4,EIF4ENIF1,322,475,104,106
sgEIF4ENIF1_5,EIF4ENIF1,277,346,180,426
sgEIF4ENIF1_6,EIF4ENIF1,207,207,149,254
sgEIF4ENIF1_7,EIF4ENIF1,328,272,359,378
sgEIF4ENIF1_8,EIF4ENIF1,240,246,261,471
sgEIF4ENIF1_9,EIF4ENIF1,773,1110,370,718
sgEIF4ENIF1_10,EIF4ENIF1,223,397,332,160
sgEIF4G2_1,EIF4G2,133,0,32,6
sgEIF4G2_2,EIF4G2,280,197,98,228
sgEIF4G2_3,EIF4G2,275,151,184,349
sgEIF4G2_4,EIF4G2,649,581,307,1073
sgEIF4G2_5,EIF4G2,607,140,408,334
sgEIF4G2_6,EIF4G2,649,299,274,135
sgEIF4G2_7,EIF4G2,175,33,41,65
sgEIF4G2_8,EIF4G2,811,733,609,1589
sgEIF4G2_9,EIF4G2,565,222,385,361
sgEIF4G2_10,EIF4G2,293,119,69,21
sgEIF4G3_1,EIF4G3,221,390,139,121
sgEIF4G3_2,EIF4G3,126,64,13,29
sgEIF4G3_3,EIF4G3,66,5,31,17
sgEIF4G3_4,EIF4G3,408,8,66,9
sgEIF4G3_5,EIF4G3,178,164,143,638
sgEIF4G3_6,EIF4G3,354,128,449,574
sgEIF4G3_7,EIF4G3,326,387,404,531
sgEIF4G3_8,EIF4G3,695,453,472,659
sgEIF4G3_9,EIF4G3,266,335,397,814
sgEIF4G3_10,EIF4G3,204,122,254,426
sgEIF4H_1,EIF4H,237,272,201,55
sgEIF4H_2,EIF4H,629,866,627,858
sgEIF4H_3,EIF4H,309,110,114,40
sgEIF4H_4,EIF4H,259,390,259,310
sgEIF4H_5,EIF4H,261,231,163,337
sgEIF4H_6,EIF4H,468,619,316,295
sgEIF4H_7,EIF4H,492,483,468,895
sgEIF4H_8,EIF4H,241,373,183,258
sgEIF4H_9,EIF4H,194,113,105,272
sgEIF4H_10,EIF4H,286,318,199,244
sgEIF5B_1,EIF5B,166,0,0,0
sgEIF5B_2,EIF5B,246,2,66,0
sgEIF5B_3,EIF5B,423,294,273,479
sgEIF5B_4,EIF5B,237,86,75,180
sgEIF5B_5,EIF5B,327,0,28,30
sgEIF5B_6,EIF5B,312,14,35,113
sgEIF5B_7,EIF5B,560,0,22,0
sgEIF5B_8,EIF5B,606,9,48,3
sgEIF5B_9,EIF5B,489,428,348,251
sgEIF5B_10,EIF5B,0,0,0,0
sgELAC1_1,ELAC1,382,491,417,559
sgELAC1_2,ELAC1,352,451,638,529
sgELAC1_3,ELAC1,575,1294,777,1168
sgELAC1_4,ELAC1,352,639,485,290
sgELAC1_5,ELAC1,243,158,298,552
sgELAC1_6,ELAC1,403,415,547,766
sgELAC1_7,ELAC1,287,747,148,258
sgELAC1_8,ELAC1,264,35,138,252
sgELAC1_9,ELAC1,121,275,72,345
sgELAC1_10,ELAC1,932,831,810,731
sgELAC2_1,ELAC2,595,54,126,60
sgELAC2_2,ELAC2,519,241,21,43
sgELAC2_3,ELAC2,203,41,9,37
sgELAC2_4,ELAC2,210,113,12,9
sgELAC2_5,ELAC2,624,84,38,34
sgELAC2_6,ELAC2,273,71,10,0
sgELAC2_7,ELAC2,323,42,20,0
sgELAC2_8,ELAC2,680,117,50,66
sgELAC2_9,ELAC2,477,189,128,47
sgELAC2_10,ELAC2,576,207,77,174
sgELANE_1,ELANE,422,279,621,699
sgELANE_2,ELANE,337,352,327,450
sgELANE_3,ELANE,553,779,471,762
sgELANE_4,ELANE,354,265,216,180
sgELANE_5,ELANE,281,193,180,327
sgELANE_6,ELANE,406,53,47,16
sgELANE_7,ELANE,853,883,776,708
sgELANE_8,ELANE,564,804,374,703
sgELANE_9,ELANE,364,250,331,279
sgELANE_10,ELANE,683,370,321,246
sgELAVL2_1,ELAVL2,160,36,146,141
sgELAVL2_2,ELAVL2,497,597,800,654
sgELAVL2_3,ELAVL2,941,1699,1025,1392
sgELAVL2_4,ELAVL2,327,268,308,516
sgELAVL2_5,ELAVL2,256,215,428,357
sgELAVL2_6,ELAVL2,219,255,340,519
sgELAVL2_7,ELAVL2,125,178,242,165
sgELAVL2_8,ELAVL2,414,587,536,675
sgELAVL2_9,ELAVL2,130,186,94,213
sgELAVL2_10,ELAVL2,167,93,150,203
sgELAVL4_1,ELAVL4,847,1026,1031,1569
sgELAVL4_2,ELAVL4,336,666,384,565
sgELAVL4_3,ELAVL4,241,223,200,183
sgELAVL4_4,ELAVL4,379,408,332,135
sgELAVL4_5,ELAVL4,860,659,537,919
sgELAVL4_6,ELAVL4,302,419,345,703
sgELAVL4_7,ELAVL4,458,398,532,464
sgELAVL4_8,ELAVL4,960,1088,1201,1116
sgELAVL4_9,ELAVL4,140,235,330,123
sgELAVL4_10,ELAVL4,371,430,416,888
sgELF1_1,ELF1,616,773,412,529
sgELF1_2,ELF1,857,1089,849,882
sgELF1_3,ELF1,152,51,70,60
sgELF1_4,ELF1,410,328,362,230
sgELF1_5,ELF1,346,176,247,290
sgELF1_6,ELF1,509,510,546,186
sgELF1_7,ELF1,549,332,337,465
sgELF1_8,ELF1,248,364,238,300
sgELF1_9,ELF1,595,131,286,275
sgELF1_10,ELF1,215,82,135,40
sgELF2_1,ELF2,421,449,397,567
sgELF2_2,ELF2,253,319,207,389
sgELF2_3,ELF2,360,405,190,229
sgELF2_4,ELF2,193,99,211,168
sgELF2_5,ELF2,380,262,322,268
sgELF2_6,ELF2,166,189,216,76
sgELF2_7,ELF2,196,247,32,241
sgELF2_8,ELF2,146,198,242,156
sgELF2_9,ELF2,765,678,1014,1821
sgELF2_10,ELF2,239,165,194,88
sgELF3_1,ELF3,439,969,485,944
sgELF3_2,ELF3,519,269,270,309
sgELF3_3,ELF3,718,1237,1204,1337
sgELF3_4,ELF3,364,558,470,388
sgELF3_5,ELF3,290,278,104,177
sgELF3_6,ELF3,572,512,551,670
sgELF3_7,ELF3,972,1338,1188,1591
sgELF3_8,ELF3,443,336,99,216
sgELF3_9,ELF3,378,529,478,677
sgELF3_10,ELF3,498,1403,636,1050
sgELFN1_1,ELFN1,766,1087,832,672
sgELFN1_2,ELFN1,648,909,740,595
sgELFN1_3,ELFN1,376,583,410,441
sgELFN1_4,ELFN1,578,844,523,636
sgELFN1_5,ELFN1,373,504,395,243
sgELFN1_6,ELFN1,952,1381,1290,1631
sgELFN1_7,ELFN1,636,776,909,987
sgELFN1_8,ELFN1,274,192,77,663
sgELFN1_9,ELFN1,145,218,320,267
sgELFN1_10,ELFN1,805,922,807,1419
sgELK1_1,ELK1,830,438,335,343
sgELK1_2,ELK1,647,710,674,966
sgELK1_3,ELK1,219,157,166,103
sgELK1_4,ELK1,586,617,736,986
sgELK1_5,ELK1,209,311,162,97
sgELK1_6,ELK1,555,733,712,378
sgELK1_7,ELK1,568,752,720,624
sgELK1_8,ELK1,258,90,115,67
sgELK1_9,ELK1,266,387,286,414
sgELK1_10,ELK1,279,264,223,374
sgELK4_1,ELK4,518,1046,638,723
sgELK4_2,ELK4,384,351,495,287
sgELK4_3,ELK4,432,506,366,559
sgELK4_4,ELK4,586,213,335,286
sgELK4_5,ELK4,345,248,139,222
sgELK4_6,ELK4,507,617,586,447
sgELK4_7,ELK4,174,154,130,75
